Year Month,Postal Code,Customer Class,Total Gallons
201404,78731,Commercial,13070900
201706,78722,Commercial,4570400
201706,78660,Irrigation - Commercial,3038400
201603,78722,City of Austin,34000
201403,78739,Commercial,1555900
201707,78732,Commercial,94300
201211,78705,Commercial,34085600
201704,78746,Commercial,14428500
201803,78748,Irrigation - City of Austin,1700
201312,78701,Large Volume,1062000
201406,78712,Large Volume,8652900
201805,78728,Wholesale,36100700
201403,78705,Large Volume,2565000
201612,78712,Commercial,6175500
201209,78710,Irrigation - Commercial,0
201610,78766,Irrigation - Commercial,0
201512,78739,Irrigation - Commercial,790200
201609,78750,Austin Water Utility,1146800
201509,78745,City of Austin,1685600
201712,78735,Irrigation - Commercial,4303300
201312,78751,Irrigation - Commercial,405400
201503,78748,Irrigation - Commercial,2786100
201709,78714,Commercial,669200
201809,78759,City of Austin,213300
201709,78754,Commercial,15402700
201209,78747,Wholesale,5758900
201307,78753,Irrigation - Commercial,15364600
201712,78725,Wholesale,773100
201303,78725,Commercial,4334400
201708,78730,Commercial,4228100
201409,78744,Commercial,37541300
201201,78731,Irrigation - Commercial,2361500
201311,78731,City of Austin,383400
201807,78759,City of Austin,144300
201402,78737,Irrigation - Commercial,194700
201205,78701,Large Volume,2151000
201710,78660,Commercial,6005600
201805,78748,Wholesale,562200
201501,78756,City of Austin,45800
201611,78759,Austin Water Utility,17100
201207,78702,City of Austin,5808800
201803,78735,Austin Water Utility,0
201411,78748,Irrigation - Commercial,5748600
201502,78739,Commercial,1710200
201611,78750,Commercial,9366600
201306,78748,Commercial,11048800
201307,78750,City of Austin,235500
201202,78753,Austin Water Utility,600
201702,78732,Commercial,70200
201609,78704,City of Austin,1685600
201407,78737,Commercial,456600
201308,78745,City of Austin,1363100
201607,78705,Commercial,30119800
201608,78751,Commercial,17148400
201303,78727,Commercial,16768900
201808,78732,Austin Water Utility,0
201304,78752,City of Austin,132300
201601,78750,Irrigation - City of Austin,0
201408,78752,Commercial,26720700
201404,78759,City of Austin,24800
201512,78710,Irrigation - Commercial,0
201506,78751,Commercial,11968500
201311,78749,Commercial,10122400
201608,78757,Commercial,17041400
201712,78701,Large Volume,1343000
201710,78752,Austin Water Utility,0
201404,78745,Wholesale,7255100
201701,78739,Irrigation - Commercial,559200
201512,78747,Irrigation - Commercial,618100
201602,78748,City of Austin,35500
201612,78705,Large Volume,4351500
201808,78703,Irrigation - Commercial,3405400
201604,78745,City of Austin,756700
201710,78728,Commercial,12188700
201203,78719,Commercial,3146800
201805,78745,Irrigation - City of Austin,46100
201610,78753,Irrigation - Commercial,11802100
201804,78745,Irrigation - City of Austin,57900
201603,78660,Irrigation - Commercial,1254000
201711,78749,Irrigation - City of Austin,108800
201808,78757,Commercial,17549100
201501,78721,Irrigation - Commercial,100300
201705,78746,Commercial,14151000
201607,78717,Irrigation - Commercial,11230100
201402,78660,Commercial,4046400
201706,78750,Austin Water Utility,472100
201406,78748,City of Austin,35900
201303,78702,Irrigation - City of Austin,422500
201803,78729,Commercial,11066500
201406,78753,Commercial,36751500
201612,78744,Irrigation - Commercial,10639700
201507,78755,Commercial,28400
201501,78748,City of Austin,31100
201703,78726,Commercial,6770500
201806,78660,Commercial,6957900
201601,78745,Commercial,28092400
201704,78749,City of Austin,57300
201802,78751,Irrigation - Commercial,857700
201807,78739,Commercial,2332200
201607,78751,Irrigation - Commercial,470400
201712,78766,Commercial,6700
201808,78729,Wholesale,45826500
201602,78723,City of Austin,1447200
201508,78744,Irrigation - Commercial,9171300
201503,78731,Commercial,10749600
201502,78653,Irrigation - Commercial,230100
201402,78757,City of Austin,268700
201312,78754,Irrigation - Commercial,2004600
201409,78712,Commercial,13504900
201202,78766,Commercial,5700
201512,78751,Commercial,12369600
201308,78752,Commercial,29802600
201808,78703,Irrigation - City of Austin,713200
201312,78749,Austin Water Utility,8100
201401,78759,City of Austin,164900
201712,78724,Irrigation - City of Austin,0
201507,78731,Irrigation - City of Austin,8700
201710,78749,City of Austin,234700
201701,78748,City of Austin,66000
201302,78750,City of Austin,140000
201807,78731,Irrigation - City of Austin,545300
201712,78617,Commercial,13381100
201604,78653,Commercial,2358500
201205,78702,Irrigation - City of Austin,599700
201803,78739,Irrigation - Commercial,678000
201608,78742,Commercial,742400
201803,78758,City of Austin,701200
201709,78750,City of Austin,387700
201304,78753,Irrigation - Commercial,11730800
201706,78758,Commercial,48752400
201804,78748,Irrigation - Commercial,4102200
201510,78735,Irrigation - Commercial,6694000
201610,78756,City of Austin,24200
201701,78739,Commercial,813000
201205,78758,City of Austin,157100
201508,78712,Commercial,15496200
201304,78705,Large Volume,4882000
201608,78766,Irrigation - Commercial,0
201407,78757,Irrigation - Commercial,1395900
201401,78750,Commercial,8100200
201703,78701,Commercial,76248600
201706,78766,Irrigation - Commercial,0
201412,78725,Commercial,4076400
201802,78705,Austin Water Utility,2700
201211,78702,Irrigation - City of Austin,832400
201612,78739,Irrigation - Commercial,1300600
201807,78756,City of Austin,534100
201207,78712,Commercial,10147700
201202,78653,Commercial,99500
201605,78732,Commercial,98400
201512,78754,Commercial,9775400
201609,78727,Irrigation - Commercial,10560400
201402,78705,Large Volume,6663000
201605,78701,Commercial,75633100
201402,78751,Commercial,11656700
201412,78735,Commercial,8181000
201706,78703,Irrigation - Commercial,1933000
201304,78759,Irrigation - City of Austin,4900
201808,78759,City of Austin,182600
201801,78704,Irrigation - Commercial,3372700
201403,78758,City of Austin,763500
201201,78731,City of Austin,273200
201407,78749,Austin Water Utility,0
201409,78701,Commercial,91402300
201412,78653,Irrigation - Commercial,102400
201611,78702,City of Austin,1325000
201204,78653,Commercial,681800
201807,78722,Commercial,4248100
201805,78735,Wholesale,359100
201507,78741,Commercial,18708900
201502,78755,Commercial,24500
201205,78727,Irrigation - Commercial,5358800
201802,78702,City of Austin,1179500
201307,78653,Irrigation - Commercial,971100
201711,78748,Irrigation - Commercial,5805900
201412,78702,Irrigation - Commercial,1047500
201208,78653,Irrigation - Commercial,2377000
201203,78660,Commercial,4155400
201506,78750,Irrigation - Commercial,4283800
201801,78702,Austin Water Utility,25000
201309,78736,Irrigation - Commercial,413700
201710,78729,Wholesale,42692600
201207,78736,Commercial,1719900
201209,78756,Irrigation - Commercial,1139000
201506,78702,City of Austin,1980400
201805,78748,City of Austin,72700
201511,78758,City of Austin,1397000
201610,78752,City of Austin,124900
201606,78746,City of Austin,1452600
201308,78745,Commercial,31482600
201712,78660,Wholesale,24327300
201402,78744,Commercial,22100700
201710,78719,Irrigation - Commercial,1391100
201511,78712,Irrigation - Commercial,2326600
201807,78735,Austin Water Utility,3000
201308,78756,Irrigation - Commercial,1038800
201504,78721,Irrigation - Commercial,113900
201802,78703,City of Austin,2546600
201505,78757,Commercial,14346700
201501,78745,Wholesale,6535800
201602,78751,Irrigation - Commercial,189900
201406,78757,City of Austin,1381500
201608,78712,Large Volume,4869300
201505,78751,Irrigation - Commercial,141300
201303,78705,Large Volume,6836000
201311,78721,City of Austin,100500
201807,78723,Irrigation - Commercial,5519600
201803,78714,Commercial,284000
201207,78752,City of Austin,48900
201808,78750,City of Austin,438600
201505,78748,Irrigation - Commercial,4406400
201612,78742,Commercial,739800
201501,78703,City of Austin,1490900
201607,78712,Irrigation - Commercial,3814600
201504,78757,Commercial,14443500
201708,78731,Irrigation - Commercial,5253200
201502,78759,City of Austin,22400
201805,78731,Austin Water Utility,0
201807,78717,Irrigation - Commercial,11801500
201711,78744,City of Austin,489900
201502,78735,Commercial,7060100
201701,78751,Irrigation - Commercial,262100
201409,78747,Commercial,6675300
201211,78660,Commercial,4424000
201705,78735,Commercial,8925800
201607,78758,Irrigation - Commercial,17338800
201411,78755,Commercial,30000
201808,78749,Commercial,15159300
201802,78741,Large Volume,28946000
201211,78653,Commercial,91500
201805,78722,Irrigation - City of Austin,7900
201808,78736,Irrigation - Commercial,660200
201703,78653,Irrigation - Commercial,306100
201203,78739,Irrigation - Commercial,470800
201503,78735,Commercial,7375000
201208,78721,Commercial,8574000
201302,78739,Irrigation - Commercial,1325700
201308,78739,Irrigation - Commercial,6088300
201603,78745,Wholesale,6221300
201706,78725,Irrigation - Commercial,235000
201412,78753,Austin Water Utility,300
201511,78747,Commercial,1501700
201204,78702,Irrigation - City of Austin,314400
201704,78736,Irrigation - Commercial,344300
201311,78721,Commercial,6694600
201609,78758,City of Austin,2535900
201508,78712,Large Volume,4244600
201809,78754,Large Volume,229408200
201702,78766,Commercial,5700
201601,78759,City of Austin,34400
201801,78728,Irrigation - Commercial,2758100
201809,78753,Irrigation - City of Austin,544100
201406,78660,Commercial,4847800
201610,78752,Irrigation - Commercial,3599400
201809,78701,Austin Water Utility,325000
201806,78750,Austin Water Utility,1376000
201711,78735,City of Austin,92100
201608,78653,Irrigation - Commercial,872500
201211,78747,Commercial,1610400
201710,78757,Irrigation - City of Austin,108800
201601,78745,Irrigation - Commercial,3631400
201309,78759,Commercial,47544100
201601,78710,Irrigation - Commercial,5400
201809,78719,Austin Water Utility,200500
201804,78753,Austin Water Utility,24500
201706,78724,Irrigation - Commercial,6023000
201711,78756,City of Austin,22800
201511,78712,Commercial,11828300
201501,78703,Irrigation - Commercial,875800
201409,78731,City of Austin,1866200
201503,78721,Commercial,5752300
201406,78703,City of Austin,1983000
201405,78714,Commercial,451700
201803,78752,City of Austin,32800
201703,78741,Commercial,17115900
201303,78714,Commercial,253600
201710,78746,Austin Water Utility,922700
201308,78753,Commercial,43246900
201308,78722,City of Austin,42200
201511,78739,Irrigation - Commercial,3344100
201503,78702,Irrigation - Commercial,847100
201805,78749,Irrigation - City of Austin,45300
201508,78759,Irrigation - City of Austin,37600
201707,78745,Irrigation - City of Austin,16100
201510,78750,Irrigation - City of Austin,37300
201708,78725,Austin Water Utility,994700
201704,78753,Austin Water Utility,700
201808,78717,Commercial,7334700
201308,78749,Irrigation - Commercial,12783700
201601,78701,Commercial,63311500
201206,78727,Irrigation - Commercial,8457200
201806,78754,Irrigation - Commercial,7397100
201511,78744,Irrigation - Commercial,11090100
201403,78736,Commercial,1066500
201709,78704,City of Austin,3047300
201307,78702,Commercial,28302700
201203,78710,Irrigation - Commercial,2000
201608,78753,Austin Water Utility,300
201803,78703,Commercial,11766200
201402,78748,Irrigation - Commercial,2518300
201701,78714,Irrigation - Commercial,0
201711,78723,City of Austin,3184000
201209,78702,Irrigation - Commercial,2579300
201803,78719,City of Austin,4831800
201611,78701,Commercial,79477300
201801,78748,Irrigation - City of Austin,8500
201311,78751,Irrigation - Commercial,710100
201401,78653,Commercial,364400
201703,78750,Irrigation - Commercial,4437800
201601,78746,Irrigation - Commercial,2174900
201402,78710,Irrigation - Commercial,0
201410,78703,City of Austin,1761400
201207,78723,City of Austin,4049500
201405,78701,Commercial,70441400
201405,78730,Commercial,2985000
201806,78724,Commercial,6645700
201806,78704,Austin Water Utility,9000
201705,78737,Irrigation - Commercial,75400
201801,78752,Irrigation - Commercial,1656900
201508,78747,Commercial,1849600
201607,78742,Commercial,808600
201802,78731,City of Austin,261600
201306,78747,Wholesale,5429500
201205,78757,Commercial,16746700
201802,78724,Irrigation - City of Austin,0
201505,78739,Commercial,2117300
201202,78723,City of Austin,3642300
201801,78756,City of Austin,27500
201202,78745,Irrigation - Commercial,3012000
201311,78766,Commercial,5900
201809,78746,City of Austin,1836000
201608,78730,Irrigation - Commercial,6686500
201510,78745,Commercial,32812700
201304,78744,Commercial,24290800
201807,78747,Commercial,8861300
201502,78758,Irrigation - Commercial,2598500
201802,78722,Irrigation - Commercial,416100
201302,78750,Austin Water Utility,447000
201211,78756,Commercial,13849500
201509,78750,Irrigation - Commercial,10030100
201610,78745,Irrigation - Commercial,7399300
201305,78759,Commercial,42780600
201310,78736,Commercial,1260900
201611,78744,Commercial,29766200
201807,78727,Irrigation - Commercial,8788200
201804,78758,Irrigation - City of Austin,1682000
201502,78736,Commercial,1142400
201307,78721,City of Austin,4524500
201704,78745,City of Austin,806000
201502,78714,Commercial,217800
201708,78735,Irrigation - Commercial,7249800
201802,78721,Austin Water Utility,9900
201301,78732,Irrigation - Commercial,0
201709,78719,Irrigation - Commercial,2054100
201503,78719,Commercial,5398700
201806,78749,Austin Water Utility,0
201204,78752,Irrigation - Commercial,1839000
201806,78739,City of Austin,7000
201409,78756,Irrigation - Commercial,766600
201603,78712,Irrigation - Commercial,1109700
201411,78710,Commercial,25700
201702,78721,City of Austin,360000
201212,78723,City of Austin,2034600
201208,78739,Irrigation - Commercial,5187200
201504,78750,City of Austin,74000
201803,78653,Irrigation - Commercial,1142900
201802,78748,Irrigation - Commercial,3815700
201806,78703,Austin Water Utility,11400
201201,78721,Commercial,7339200
201202,78741,Commercial,16294900
201309,78731,Irrigation - City of Austin,430100
201209,78732,Irrigation - Commercial,0
201808,78613,Irrigation - Commercial,2938300
201502,78752,Commercial,20550900
201511,78759,Commercial,35923700
201503,78653,Irrigation - Commercial,50700
201411,78703,City of Austin,1607800
201210,78753,Commercial,41312000
201505,78660,Irrigation - Commercial,1510300
201408,78617,Commercial,12134500
201809,78729,Irrigation - Commercial,10021700
201206,78759,Irrigation - Commercial,13758000
201603,78753,Austin Water Utility,300
201708,78749,Commercial,11604900
